UPN,N_Y,E_X,Elv_Z,Source,Date_Scanned,
27453,367001.348,2260798.301,905.115,Finn_INV-12_Z-02_B_S01,11/24/2025,
27454,367027.911,2260798.286,903.787,Finn_INV-12_Z-02_B_S01,11/24/2025,
27455,367054.525,2260798.26,902.19,Finn_INV-12_Z-02_B_S01,11/24/2025,
27456,367104.146,2260798.262,898.516,Finn_INV-12_Z-02_B_S01,11/24/2025,
27457,367130.772,2260798.27,896.703,Finn_INV-12_Z-02_B_S01,11/24/2025,
27458,367157.287,2260798.292,895.227,Finn_INV-12_Z-02_B_S01,11/24/2025,
29784,366921.568,2261149.251,918.833,Finn_INV-12_Z-02_B_S01,11/24/2025,
29785,366948.131,2261149.249,918.588,Finn_INV-12_Z-02_B_S01,11/24/2025,
29786,366974.68,2261149.257,917.815,Finn_INV-12_Z-02_B_S01,11/24/2025,
29787,367001.318,2261149.185,916.631,Finn_INV-12_Z-02_B_S01,11/24/2025,
29788,367027.964,2261149.2,915.723,Finn_INV-12_Z-02_B_S01,11/24/2025,
29789,367054.456,2261149.169,914.761,Finn_INV-12_Z-02_B_S01,11/24/2025,
29790,367104.232,2261149.2,912.815,Finn_INV-12_Z-02_B_S01,11/24/2025,
29791,367130.798,2261149.241,911.413,Finn_INV-12_Z-02_B_S01,11/24/2025,
29792,367157.346,2261149.267,910.827,Finn_INV-12_Z-02_B_S01,11/24/2025,
29793,367183.939,2261149.201,910.06,Finn_INV-12_Z-02_B_S01,11/24/2025,
29794,367210.731,2261149.29,909.289,Finn_INV-12_Z-02_B_S01,11/24/2025,
29795,367237.12,2261149.314,908.516,Finn_INV-12_Z-02_B_S01,11/24/2025,
29796,367263.685,2261149.231,908.118,Finn_INV-12_Z-02_B_S01,11/24/2025,
29845,366894.99,2261149.212,918.702,Finn_INV-12_Z-02_B_S01,11/24/2025,
29877,366868.397,2261149.182,918.059,Finn_INV-12_Z-02_B_S01,11/24/2025,
30580,367157.271,2260778.773,894.919,Finn_INV-12_Z-02_B_S01,11/24/2025,
30581,367183.847,2260778.762,893.231,Finn_INV-12_Z-02_B_S01,11/24/2025,
30582,367210.346,2260778.763,891.684,Finn_INV-12_Z-02_B_S01,11/24/2025,
30583,367236.939,2260778.773,890.136,Finn_INV-12_Z-02_B_S01,11/24/2025,
30584,367263.492,2260778.768,889.238,Finn_INV-12_Z-02_B_S01,11/24/2025,
30585,366868.621,2260759.289,912.189,Finn_INV-12_Z-02_B_S01,11/24/2025,
30586,366895.127,2260759.282,909.959,Finn_INV-12_Z-02_B_S01,11/24/2025,
30587,366921.66,2260759.238,907.727,Finn_INV-12_Z-02_B_S01,11/24/2025,
30588,366948.137,2260759.252,906.118,Finn_INV-12_Z-02_B_S01,11/24/2025,
30589,366974.769,2260759.268,904.499,Finn_INV-12_Z-02_B_S01,11/24/2025,
30590,367001.42,2260759.234,903.715,Finn_INV-12_Z-02_B_S01,11/24/2025,
30591,367027.892,2260759.244,902.983,Finn_INV-12_Z-02_B_S01,11/24/2025,
30592,367054.382,2260759.214,901.442,Finn_INV-12_Z-02_B_S01,11/24/2025,
30593,367130.709,2260778.758,896.363,Finn_INV-12_Z-02_B_S01,11/24/2025,
30594,367104.121,2260759.263,897.804,Finn_INV-12_Z-02_B_S01,11/24/2025,
30595,367157.283,2260759.299,894.566,Finn_INV-12_Z-02_B_S01,11/24/2025,
30596,367183.826,2260759.263,893.144,Finn_INV-12_Z-02_B_S01,11/24/2025,
30597,367210.313,2260759.276,891.18,Finn_INV-12_Z-02_B_S01,11/24/2025,
30598,367236.884,2260759.24,889.446,Finn_INV-12_Z-02_B_S01,11/24/2025,
30599,367263.469,2260759.236,888.295,Finn_INV-12_Z-02_B_S01,11/24/2025,
30600,366868.645,2260739.755,911.153,Finn_INV-12_Z-02_B_S01,11/24/2025,
30601,366895.227,2260739.75,909.621,Finn_INV-12_Z-02_B_S01,11/24/2025,
30602,366921.674,2260739.771,907.424,Finn_INV-12_Z-02_B_S01,11/24/2025,
30603,366948.262,2260739.787,905.815,Finn_INV-12_Z-02_B_S01,11/24/2025,
30604,366974.755,2260739.787,904.078,Finn_INV-12_Z-02_B_S01,11/24/2025,
30605,367001.346,2260739.785,903.185,Finn_INV-12_Z-02_B_S01,11/24/2025,
30606,367027.875,2260739.765,902.131,Finn_INV-12_Z-02_B_S01,11/24/2025,
30607,367054.534,2260739.769,900.986,Finn_INV-12_Z-02_B_S01,11/24/2025,
30608,367130.716,2260759.265,895.921,Finn_INV-12_Z-02_B_S01,11/24/2025,
30610,367104.273,2260778.766,898.317,Finn_INV-12_Z-02_B_S01,11/24/2025,
30611,367027.979,2260778.797,903.574,Finn_INV-12_Z-02_B_S01,11/24/2025,
30625,367054.526,2260778.797,901.981,Finn_INV-12_Z-02_B_S01,11/24/2025,
30634,366868.7,2260778.798,912.644,Finn_INV-12_Z-02_B_S01,11/24/2025,
30635,366895.144,2260778.783,910.566,Finn_INV-12_Z-02_B_S01,11/24/2025,
30636,366921.664,2260778.734,908.19,Finn_INV-12_Z-02_B_S01,11/24/2025,
30637,366948.202,2260778.775,906.521,Finn_INV-12_Z-02_B_S01,11/24/2025,
30638,366974.76,2260778.802,905.183,Finn_INV-12_Z-02_B_S01,11/24/2025,
30639,367001.306,2260778.721,904.549,Finn_INV-12_Z-02_B_S01,11/24/2025,
30641,367104.181,2260739.774,897.252,Finn_INV-12_Z-02_B_S01,11/24/2025,
30769,367130.73,2260739.752,895.394,Finn_INV-12_Z-02_B_S01,11/24/2025,
30770,367183.788,2260739.773,892.82,Finn_INV-12_Z-02_B_S01,11/24/2025,
30802,367001.351,2260564.308,897.659,Finn_INV-12_Z-02_B_S01,11/24/2025,
30803,367027.922,2260564.34,896.469,Finn_INV-12_Z-02_B_S01,11/24/2025,
30804,367054.511,2260564.261,894.593,Finn_INV-12_Z-02_B_S01,11/24/2025,
30805,367104.136,2260564.269,891.712,Finn_INV-12_Z-02_B_S01,11/24/2025,
30806,367130.729,2260564.257,889.978,Finn_INV-12_Z-02_B_S01,11/24/2025,
30807,367157.237,2260564.202,889.467,Finn_INV-12_Z-02_B_S01,11/24/2025,
30808,367183.884,2260564.259,888.487,Finn_INV-12_Z-02_B_S01,11/24/2025,
30809,367210.428,2260564.241,886.934,Finn_INV-12_Z-02_B_S01,11/24/2025,
30810,367236.961,2260564.252,885.347,Finn_INV-12_Z-02_B_S01,11/24/2025,
30811,367263.523,2260564.31,883.414,Finn_INV-12_Z-02_B_S01,11/24/2025,
30812,366868.431,2260544.789,901.052,Finn_INV-12_Z-02_B_S01,11/24/2025,
30813,366895.064,2260544.776,899.623,Finn_INV-12_Z-02_B_S01,11/24/2025,
30814,366921.571,2260544.797,898.714,Finn_INV-12_Z-02_B_S01,11/24/2025,
30816,366948.203,2260544.8,898.265,Finn_INV-12_Z-02_B_S01,11/24/2025,
30817,367001.312,2260544.799,896.742,Finn_INV-12_Z-02_B_S01,11/24/2025,
30818,367027.889,2260544.826,895.567,Finn_INV-12_Z-02_B_S01,11/24/2025,
30819,367054.459,2260544.749,894.242,Finn_INV-12_Z-02_B_S01,11/24/2025,
30820,367104.376,2260544.738,891.163,Finn_INV-12_Z-02_B_S01,11/24/2025,
30821,367130.746,2260544.752,889.669,Finn_INV-12_Z-02_B_S01,11/24/2025,
30822,367157.329,2260544.775,888.698,Finn_INV-12_Z-02_B_S01,11/24/2025,
30823,367183.876,2260544.739,888.186,Finn_INV-12_Z-02_B_S01,11/24/2025,
30824,367210.458,2260544.719,886.589,Finn_INV-12_Z-02_B_S01,11/24/2025,
30825,367237.01,2260544.698,884.538,Finn_INV-12_Z-02_B_S01,11/24/2025,
30826,367263.496,2260544.759,882.596,Finn_INV-12_Z-02_B_S01,11/24/2025,
30830,366974.782,2260544.811,897.203,Finn_INV-12_Z-02_B_S01,11/24/2025,
30863,366974.791,2260564.267,898.301,Finn_INV-12_Z-02_B_S01,11/24/2025,
30895,367157.268,2260739.72,894.096,Finn_INV-12_Z-02_B_S01,11/24/2025,
30896,366948.2,2260564.272,899.15,Finn_INV-12_Z-02_B_S01,11/24/2025,
30897,366895.035,2260564.29,900.302,Finn_INV-12_Z-02_B_S01,11/24/2025,
30898,367263.456,2260700.732,886.976,Finn_INV-12_Z-02_B_S01,11/24/2025,
30899,366868.563,2260681.284,908.4,Finn_INV-12_Z-02_B_S01,11/24/2025,
30900,366895.07,2260681.279,906.939,Finn_INV-12_Z-02_B_S01,11/24/2025,
30901,366921.689,2260681.256,905.538,Finn_INV-12_Z-02_B_S01,11/24/2025,
30902,366948.189,2260681.265,904.531,Finn_INV-12_Z-02_B_S01,11/24/2025,
30903,366974.911,2260681.285,902.867,Finn_INV-12_Z-02_B_S01,11/24/2025,
30904,367001.338,2260681.253,901.507,Finn_INV-12_Z-02_B_S01,11/24/2025,
30905,367027.839,2260681.302,900.146,Finn_INV-12_Z-02_B_S01,11/24/2025,
30906,367054.248,2260681.232,898.981,Finn_INV-12_Z-02_B_S01,11/24/2025,
30907,367104.148,2260681.28,895.814,Finn_INV-12_Z-02_B_S01,11/24/2025,
30908,367130.688,2260681.254,893.951,Finn_INV-12_Z-02_B_S01,11/24/2025,
30909,367183.84,2260681.235,891.733,Finn_INV-12_Z-02_B_S01,11/24/2025,
30910,367210.427,2260681.242,889.941,Finn_INV-12_Z-02_B_S01,11/24/2025,
30911,367236.925,2260681.253,887.762,Finn_INV-12_Z-02_B_S01,11/24/2025,
30912,367263.447,2260681.262,886.384,Finn_INV-12_Z-02_B_S01,11/24/2025,
30913,366868.47,2260661.793,907.17,Finn_INV-12_Z-02_B_S01,11/24/2025,
30914,366895.089,2260661.787,905.731,Finn_INV-12_Z-02_B_S01,11/24/2025,
30915,366921.669,2260661.77,904.538,Finn_INV-12_Z-02_B_S01,11/24/2025,
30916,366948.234,2260661.768,903.882,Finn_INV-12_Z-02_B_S01,11/24/2025,
30917,366974.764,2260661.806,902.439,Finn_INV-12_Z-02_B_S01,11/24/2025,
30918,367001.322,2260661.752,901.021,Finn_INV-12_Z-02_B_S01,11/24/2025,
30919,367027.91,2260661.771,899.422,Finn_INV-12_Z-02_B_S01,11/24/2025,
30920,367054.419,2260661.762,897.858,Finn_INV-12_Z-02_B_S01,11/24/2025,
30921,367104.18,2260661.784,895.216,Finn_INV-12_Z-02_B_S01,11/24/2025,
30922,367130.699,2260661.75,893.624,Finn_INV-12_Z-02_B_S01,11/24/2025,
30923,367157.284,2260661.774,892.529,Finn_INV-12_Z-02_B_S01,11/24/2025,
30924,367183.9,2260661.769,891.472,Finn_INV-12_Z-02_B_S01,11/24/2025,
30925,367236.914,2260700.732,888.524,Finn_INV-12_Z-02_B_S01,11/24/2025,
30926,367210.305,2260700.724,890.305,Finn_INV-12_Z-02_B_S01,11/24/2025,
30927,367183.732,2260700.742,892.083,Finn_INV-12_Z-02_B_S01,11/24/2025,
30928,367157.212,2260700.725,893.183,Finn_INV-12_Z-02_B_S01,11/24/2025,
30929,367210.376,2260739.763,890.988,Finn_INV-12_Z-02_B_S01,11/24/2025,
30930,367236.917,2260739.729,889.231,Finn_INV-12_Z-02_B_S01,11/24/2025,
30931,367263.483,2260739.767,887.058,Finn_INV-12_Z-02_B_S01,11/24/2025,
30932,366868.638,2260720.316,910.241,Finn_INV-12_Z-02_B_S01,11/24/2025,
30933,366895.159,2260720.268,908.727,Finn_INV-12_Z-02_B_S01,11/24/2025,
30934,366921.64,2260720.297,906.988,Finn_INV-12_Z-02_B_S01,11/24/2025,
30935,366948.273,2260720.286,905.473,Finn_INV-12_Z-02_B_S01,11/24/2025,
30936,366974.759,2260720.283,903.696,Finn_INV-12_Z-02_B_S01,11/24/2025,
30937,367001.23,2260720.311,902.369,Finn_INV-12_Z-02_B_S01,11/24/2025,
30938,367027.851,2260720.293,901.524,Finn_INV-12_Z-02_B_S01,11/24/2025,
30939,367054.407,2260720.288,900.209,Finn_INV-12_Z-02_B_S01,11/24/2025,
30940,367104.07,2260720.276,896.82,Finn_INV-12_Z-02_B_S01,11/24/2025,
30941,367130.625,2260720.272,894.916,Finn_INV-12_Z-02_B_S01,11/24/2025,
30942,367210.439,2260661.805,889.797,Finn_INV-12_Z-02_B_S01,11/24/2025,
30943,367157.204,2260720.244,893.647,Finn_INV-12_Z-02_B_S01,11/24/2025,
30944,367210.37,2260720.278,890.742,Finn_INV-12_Z-02_B_S01,11/24/2025,
30945,367236.868,2260720.285,889.116,Finn_INV-12_Z-02_B_S01,11/24/2025,
30946,367263.369,2260720.29,887.388,Finn_INV-12_Z-02_B_S01,11/24/2025,
30947,366868.621,2260700.804,909.354,Finn_INV-12_Z-02_B_S01,11/24/2025,
30948,366895.139,2260700.763,907.915,Finn_INV-12_Z-02_B_S01,11/24/2025,
30949,366921.735,2260700.767,906.325,Finn_INV-12_Z-02_B_S01,11/24/2025,
30950,366948.401,2260700.678,905.001,Finn_INV-12_Z-02_B_S01,11/24/2025,
30951,366974.806,2260700.798,903.333,Finn_INV-12_Z-02_B_S01,11/24/2025,
30952,367001.298,2260700.761,901.933,Finn_INV-12_Z-02_B_S01,11/24/2025,
30953,367027.846,2260700.766,900.759,Finn_INV-12_Z-02_B_S01,11/24/2025,
30954,367054.35,2260700.744,899.624,Finn_INV-12_Z-02_B_S01,11/24/2025,
30955,367104.157,2260700.748,896.405,Finn_INV-12_Z-02_B_S01,11/24/2025,
30956,367130.659,2260700.735,894.515,Finn_INV-12_Z-02_B_S01,11/24/2025,
30957,367183.787,2260720.259,892.405,Finn_INV-12_Z-02_B_S01,11/24/2025,
30958,367236.937,2260661.807,888.103,Finn_INV-12_Z-02_B_S01,11/24/2025,
30959,367263.443,2260661.769,885.844,Finn_INV-12_Z-02_B_S01,11/24/2025,
30960,366868.502,2260642.324,906.16,Finn_INV-12_Z-02_B_S01,11/24/2025,
30961,366948.191,2260603.255,901.037,Finn_INV-12_Z-02_B_S01,11/24/2025,
30962,366974.813,2260603.277,900.243,Finn_INV-12_Z-02_B_S01,11/24/2025,
30963,367001.416,2260603.279,898.949,Finn_INV-12_Z-02_B_S01,11/24/2025,
30964,367027.977,2260603.296,897.379,Finn_INV-12_Z-02_B_S01,11/24/2025,
30965,367054.464,2260603.307,895.796,Finn_INV-12_Z-02_B_S01,11/24/2025,
30966,367104.198,2260603.284,892.693,Finn_INV-12_Z-02_B_S01,11/24/2025,
30967,367130.817,2260603.296,891.645,Finn_INV-12_Z-02_B_S01,11/24/2025,
30968,367157.503,2260603.293,890.873,Finn_INV-12_Z-02_B_S01,11/24/2025,
30969,367183.957,2260603.316,889.858,Finn_INV-12_Z-02_B_S01,11/24/2025,
30970,367210.52,2260603.284,888.285,Finn_INV-12_Z-02_B_S01,11/24/2025,
30971,367236.961,2260603.294,886.707,Finn_INV-12_Z-02_B_S01,11/24/2025,
30972,367263.608,2260603.24,884.512,Finn_INV-12_Z-02_B_S01,11/24/2025,
30973,366868.509,2260583.849,902.987,Finn_INV-12_Z-02_B_S01,11/24/2025,
30974,366921.638,2260603.247,901.475,Finn_INV-12_Z-02_B_S01,11/24/2025,
30975,366895.067,2260583.784,901.375,Finn_INV-12_Z-02_B_S01,11/24/2025,
30976,366948.249,2260583.798,899.907,Finn_INV-12_Z-02_B_S01,11/24/2025,
30977,366974.81,2260583.807,899.221,Finn_INV-12_Z-02_B_S01,11/24/2025,
30978,367001.366,2260583.788,898.384,Finn_INV-12_Z-02_B_S01,11/24/2025,
30979,367027.952,2260583.786,896.989,Finn_INV-12_Z-02_B_S01,11/24/2025,
30980,367054.496,2260583.768,895.179,Finn_INV-12_Z-02_B_S01,11/24/2025,
30981,367104.181,2260583.781,892.325,Finn_INV-12_Z-02_B_S01,11/24/2025,
30982,367130.74,2260583.782,890.917,Finn_INV-12_Z-02_B_S01,11/24/2025,
30983,367157.362,2260583.832,890.037,Finn_INV-12_Z-02_B_S01,11/24/2025,
30984,367183.859,2260583.781,889.19,Finn_INV-12_Z-02_B_S01,11/24/2025,
30985,367210.492,2260583.807,887.601,Finn_INV-12_Z-02_B_S01,11/24/2025,
30986,367236.947,2260583.788,886.01,Finn_INV-12_Z-02_B_S01,11/24/2025,
30987,367263.517,2260583.784,884.005,Finn_INV-12_Z-02_B_S01,11/24/2025,
30988,366868.494,2260564.299,902.033,Finn_INV-12_Z-02_B_S01,11/24/2025,
30989,366921.677,2260583.811,900.524,Finn_INV-12_Z-02_B_S01,11/24/2025,
30990,366921.679,2260564.334,899.524,Finn_INV-12_Z-02_B_S01,11/24/2025,
30991,366895.011,2260603.34,902.231,Finn_INV-12_Z-02_B_S01,11/24/2025,
30992,367263.421,2260622.758,885.038,Finn_INV-12_Z-02_B_S01,11/24/2025,
30993,366895.071,2260642.295,904.67,Finn_INV-12_Z-02_B_S01,11/24/2025,
30994,366921.602,2260642.33,903.703,Finn_INV-12_Z-02_B_S01,11/24/2025,
30995,366948.149,2260642.258,903.042,Finn_INV-12_Z-02_B_S01,11/24/2025,
30996,366974.699,2260642.278,901.841,Finn_INV-12_Z-02_B_S01,11/24/2025,
30997,367001.309,2260642.285,900.44,Finn_INV-12_Z-02_B_S01,11/24/2025,
30998,367027.823,2260642.265,898.848,Finn_INV-12_Z-02_B_S01,11/24/2025,
30999,367054.414,2260642.284,897.294,Finn_INV-12_Z-02_B_S01,11/24/2025,
31000,367104.233,2260642.3,894.486,Finn_INV-12_Z-02_B_S01,11/24/2025,
31001,367130.662,2260642.304,893.144,Finn_INV-12_Z-02_B_S01,11/24/2025,
31002,367157.287,2260642.293,892.193,Finn_INV-12_Z-02_B_S01,11/24/2025,
31003,367183.951,2260642.272,891.066,Finn_INV-12_Z-02_B_S01,11/24/2025,
31004,367210.412,2260642.297,889.122,Finn_INV-12_Z-02_B_S01,11/24/2025,
31005,367236.941,2260642.268,887.629,Finn_INV-12_Z-02_B_S01,11/24/2025,
31006,366868.521,2260603.275,903.994,Finn_INV-12_Z-02_B_S01,11/24/2025,
31007,367263.448,2260642.27,885.354,Finn_INV-12_Z-02_B_S01,11/24/2025,
31008,366895.025,2260622.778,903.547,Finn_INV-12_Z-02_B_S01,11/24/2025,
31009,366921.606,2260622.759,902.632,Finn_INV-12_Z-02_B_S01,11/24/2025,
31010,366948.131,2260622.795,902.016,Finn_INV-12_Z-02_B_S01,11/24/2025,
31011,366974.745,2260622.79,900.961,Finn_INV-12_Z-02_B_S01,11/24/2025,
31012,367001.444,2260622.769,899.698,Finn_INV-12_Z-02_B_S01,11/24/2025,
31013,367027.87,2260622.803,898.153,Finn_INV-12_Z-02_B_S01,11/24/2025,
31014,367054.424,2260622.761,896.544,Finn_INV-12_Z-02_B_S01,11/24/2025,
31015,367104.313,2260622.806,893.679,Finn_INV-12_Z-02_B_S01,11/24/2025,
31016,367130.789,2260622.729,892.396,Finn_INV-12_Z-02_B_S01,11/24/2025,
31017,367157.327,2260622.75,891.575,Finn_INV-12_Z-02_B_S01,11/24/2025,
31018,367183.975,2260622.759,890.392,Finn_INV-12_Z-02_B_S01,11/24/2025,
31019,367210.42,2260622.771,888.803,Finn_INV-12_Z-02_B_S01,11/24/2025,
31020,367237.011,2260622.752,887.268,Finn_INV-12_Z-02_B_S01,11/24/2025,
31021,366868.589,2260622.806,904.962,Finn_INV-12_Z-02_B_S01,11/24/2025,
34586,367157.284,2260681.277,893.037,Finn_INV-12_Z-02_B_S01,11/24/2025,
39081,367290.199,2260856.678,891.857,Finn_INV-12_Z-02_B_S01,11/24/2025,
39082,367316.776,2260856.654,891.485,Finn_INV-12_Z-02_B_S01,11/24/2025,
39169,367175.305,2260934.712,899.508,Finn_INV-12_Z-02_B_S01,11/24/2025,
39170,367197.507,2260934.789,898.759,Finn_INV-12_Z-02_B_S01,11/24/2025,
39171,367175.292,2260954.317,900.256,Finn_INV-12_Z-02_B_S01,11/24/2025,
39187,367197.514,2260954.265,899.529,Finn_INV-12_Z-02_B_S01,11/24/2025,
43281,367316.507,2260642.174,881.886,Finn_INV-12_Z-02_B_S01,11/24/2025,
43282,367290.018,2260622.706,883.268,Finn_INV-12_Z-02_B_S01,11/24/2025,
43283,367316.535,2260622.712,881.337,Finn_INV-12_Z-02_B_S01,11/24/2025,
43284,367290.093,2260603.208,882.727,Finn_INV-12_Z-02_B_S01,11/24/2025,
43285,367316.67,2260603.188,881.096,Finn_INV-12_Z-02_B_S01,11/24/2025,
43286,367290.042,2260583.7,882.26,Finn_INV-12_Z-02_B_S01,11/24/2025,
43287,367316.619,2260583.693,880.436,Finn_INV-12_Z-02_B_S01,11/24/2025,
43288,367289.989,2260564.186,881.74,Finn_INV-12_Z-02_B_S01,11/24/2025,
43289,367316.646,2260564.141,879.91,Finn_INV-12_Z-02_B_S01,11/24/2025,
43290,367290.04,2260544.726,881.116,Finn_INV-12_Z-02_B_S01,11/24/2025,
43291,367316.633,2260544.645,879.26,Finn_INV-12_Z-02_B_S01,11/24/2025,
43297,367290.014,2260642.188,883.587,Finn_INV-12_Z-02_B_S01,11/24/2025,
43335,367316.479,2260661.783,882.938,Finn_INV-12_Z-02_B_S01,11/24/2025,
43336,367289.964,2260661.733,884.35,Finn_INV-12_Z-02_B_S01,11/24/2025,
43337,367316.455,2260681.159,883.265,Finn_INV-12_Z-02_B_S01,11/24/2025,
43380,367290.009,2260778.687,888.15,Finn_INV-12_Z-02_B_S01,11/24/2025,
43381,367316.585,2260778.742,887.691,Finn_INV-12_Z-02_B_S01,11/24/2025,
43382,367290.075,2260759.229,887.463,Finn_INV-12_Z-02_B_S01,11/24/2025,
43383,367316.649,2260759.219,886.852,Finn_INV-12_Z-02_B_S01,11/24/2025,
43384,367290.015,2260739.736,886.778,Finn_INV-12_Z-02_B_S01,11/24/2025,
43385,367316.605,2260739.7,885.976,Finn_INV-12_Z-02_B_S01,11/24/2025,
43386,367290.069,2260720.179,885.83,Finn_INV-12_Z-02_B_S01,11/24/2025,
43387,367316.593,2260720.212,885.319,Finn_INV-12_Z-02_B_S01,11/24/2025,
43388,367289.991,2260700.719,885.516,Finn_INV-12_Z-02_B_S01,11/24/2025,
43389,367316.563,2260700.687,884.366,Finn_INV-12_Z-02_B_S01,11/24/2025,
43390,367289.942,2260681.171,884.819,Finn_INV-12_Z-02_B_S01,11/24/2025,
43768,366841.964,2260915.312,914.181,Finn_INV-12_Z-02_B_S01,11/24/2025,
43769,366841.944,2260934.709,914.191,Finn_INV-12_Z-02_B_S01,11/24/2025,
43966,366841.98,2260954.278,914.539,Finn_INV-12_Z-02_B_S01,11/24/2025,
44501,366842.116,2260856.756,913.851,Finn_INV-12_Z-02_B_S01,11/24/2025,
44601,366841.947,2261051.715,916.29,Finn_INV-12_Z-02_B_S01,11/24/2025,
44603,366841.927,2261071.166,916.926,Finn_INV-12_Z-02_B_S01,11/24/2025,
44605,366841.907,2261090.699,917.186,Finn_INV-12_Z-02_B_S01,11/24/2025,
44607,366841.914,2261110.212,917.253,Finn_INV-12_Z-02_B_S01,11/24/2025,
44609,366841.86,2261129.752,917.167,Finn_INV-12_Z-02_B_S01,11/24/2025,
44631,366841.952,2261032.155,915.735,Finn_INV-12_Z-02_B_S01,11/24/2025,
45304,366841.809,2261149.226,916.869,Finn_INV-12_Z-02_B_S01,11/24/2025,
45359,367316.658,2260798.178,888.572,Finn_INV-12_Z-02_B_S01,11/24/2025,
45360,366842.132,2260798.26,914.216,Finn_INV-12_Z-02_B_S01,11/24/2025,
45365,367316.728,2260817.707,889.544,Finn_INV-12_Z-02_B_S01,11/24/2025,
45366,366842.181,2260817.762,914.223,Finn_INV-12_Z-02_B_S01,11/24/2025,
45371,367316.794,2260837.193,890.53,Finn_INV-12_Z-02_B_S01,11/24/2025,
45372,366842.173,2260837.3,914.123,Finn_INV-12_Z-02_B_S01,11/24/2025,
45435,366841.897,2260622.755,906.675,Finn_INV-12_Z-02_B_S01,11/24/2025,
45436,366841.999,2260642.254,907.598,Finn_INV-12_Z-02_B_S01,11/24/2025,
45437,366841.98,2260661.775,908.53,Finn_INV-12_Z-02_B_S01,11/24/2025,
45438,366842.008,2260681.275,909.37,Finn_INV-12_Z-02_B_S01,11/24/2025,
45439,366841.941,2260700.735,910.406,Finn_INV-12_Z-02_B_S01,11/24/2025,
45440,366842.01,2260720.284,911.223,Finn_INV-12_Z-02_B_S01,11/24/2025,
45441,366842.078,2260739.761,912.266,Finn_INV-12_Z-02_B_S01,11/24/2025,
45442,366842.091,2260759.22,913.036,Finn_INV-12_Z-02_B_S01,11/24/2025,
45443,366842.063,2260778.773,913.793,Finn_INV-12_Z-02_B_S01,11/24/2025,
45450,366841.956,2260603.241,905.633,Finn_INV-12_Z-02_B_S01,11/24/2025,
45452,366841.924,2260583.843,904.612,Finn_INV-12_Z-02_B_S01,11/24/2025,
45453,366841.879,2260544.773,902.402,Finn_INV-12_Z-02_B_S01,11/24/2025,
45469,366841.857,2260564.28,903.492,Finn_INV-12_Z-02_B_S01,11/24/2025,
46177,367079.356,2260915.196,902.612,Finn_INV-12_Z-02_B_S01,11/24/2025,
46180,367079.38,2260973.701,904.792,Finn_INV-12_Z-02_B_S01,11/24/2025,
