id,hammeringStatus,positioningTime,hammeringTime,headHeight,finishedAt,reachedAt,machine
600227,COMPLETED,,0.000750532,273.9941914,2025-12-05 14:34:47,,Doyle-2500-011 - Machine 2
600228,COMPLETED,,0.000803484,273.8007649,2025-12-05 14:38:27,,Doyle-2500-011 - Machine 2
600229,COMPLETED,,0.000397731,273.8019339,2025-12-05 14:49:48,,Doyle-2500-011 - Machine 2
600230,COMPLETED,,0.00053581,273.9939813,2025-12-05 14:46:01,,Doyle-2500-011 - Machine 2
400230,COMPLETED,,0.001389005,275.1170407,2025-12-12 11:05:42,,Doyle-2500-020 - Machine 3
400231,COMPLETED,,0.005425428,274.1987717,2025-12-09 10:26:26,,Doyle-2500-011 - Machine 2
400232,COMPLETED,,0.003253044,273.2330282,2025-12-12 12:59:04,,Doyle-2500-011 - Machine 2
400233,COMPLETED,,0.000676736,271.0145667,2025-12-11 14:38:16,,Doyle-2500-011 - Machine 2
400234,COMPLETED,,0.003427894,274.2585225,2025-12-15 08:32:17,,Doyle-2500-011 - Machine 2
400235,INCOMPLETE_NO_FINISH_TIME,,0.002102106,,,,Doyle-2500-020 - Machine 3
400236,COMPLETED,,0.001467014,273.7354651,2025-12-15 08:36:06,,Doyle-2500-011 - Machine 2
400237,INCOMPLETE_NO_FINISH_TIME,,0.01347191,,,,Doyle-2500-020 - Machine 3
400238,COMPLETED,,0.003955012,273.500234,2025-12-12 11:14:14,,Doyle-2500-011 - Machine 2
400239,COMPLETED,,0.004067188,271.5724985,2025-12-12 08:33:12,,Doyle-2500-011 - Machine 2
400240,COMPLETED,,0.002584988,273.434272,2025-12-12 11:52:29,,Doyle-2500-011 - Machine 2
400241,COMPLETED,,0.003894988,271.472386,2025-12-11 15:02:52,,Doyle-2500-011 - Machine 2
500205,COMPLETED,,0.001131053,272.9235956,2025-12-15 10:30:20,,Doyle-2500-011 - Machine 2
500206,INCOMPLETE_NO_FINISH_TIME,,0.005876343,,,,Doyle-2500-011 - Machine 2
500207,COMPLETED,,0.002407951,272.699581,2025-12-15 10:05:55,,Doyle-2500-011 - Machine 2
500208,COMPLETED,,0.00175853,273.2618894,2025-12-15 09:56:07,,Doyle-2500-011 - Machine 2
500209,COMPLETED,,0.001518912,272.6888615,2025-12-15 09:31:14,,Doyle-2500-011 - Machine 2
500210,COMPLETED,,0.001752176,273.3006894,2025-12-15 11:34:27,,Doyle-2500-011 - Machine 2
500211,COMPLETED,,0.001539398,273.2130405,2025-12-15 11:52:12,,Doyle-2500-011 - Machine 2
500212,COMPLETED,,0.001616701,272.7327638,2025-12-15 12:04:26,,Doyle-2500-011 - Machine 2
500213,COMPLETED,,0.001813067,273.3615243,2025-12-15 13:04:30,,Doyle-2500-011 - Machine 2
500214,COMPLETED,,0.001412245,273.2145997,2025-12-15 13:25:36,,Doyle-2500-011 - Machine 2
500215,COMPLETED,,0.001467697,272.6686034,2025-12-15 11:21:43,,Doyle-2500-011 - Machine 2
500216,INCOMPLETE_NO_FINISH_TIME,,0.001672245,,,,Doyle-2500-011 - Machine 2
600231,COMPLETED,,0.005684375,275.4017283,2025-12-15 08:11:49,,Doyle-2500-011 - Machine 2
600232,COMPLETED,,0.001198403,275.3091633,2025-12-15 08:18:06,,Doyle-2500-011 - Machine 2
600233,COMPLETED,,0.001248079,275.3739962,2025-12-15 08:15:13,,Doyle-2500-011 - Machine 2
600234,COMPLETED,,0.001042639,275.4000759,2025-12-15 08:45:02,,Doyle-2500-011 - Machine 2
600235,COMPLETED,,0.001636007,275.3685609,2025-12-15 08:42:03,,Doyle-2500-011 - Machine 2
600236,COMPLETED,,0.000377662,275.4570592,2025-12-15 08:47:19,,Doyle-2500-011 - Machine 2
600237,COMPLETED,,0.003233299,274.5425123,2025-12-12 11:41:57,,Doyle-2500-011 - Machine 2
600238,COMPLETED,,0.001957662,274.4268642,2025-12-12 11:34:40,,Doyle-2500-011 - Machine 2
600239,COMPLETED,,0.001945417,274.5334219,2025-12-12 11:59:26,,Doyle-2500-011 - Machine 2
600240,COMPLETED,,0.00109287,274.4142171,2025-12-12 12:02:52,,Doyle-2500-011 - Machine 2
600241,COMPLETED,,0.000463715,274.5396259,2025-12-12 11:00:41,,Doyle-2500-011 - Machine 2
600242,COMPLETED,,0.001009109,274.4723693,2025-12-12 11:03:54,,Doyle-2500-011 - Machine 2
600243,COMPLETED,,0.000203067,273.8175253,2025-12-12 11:18:00,,Doyle-2500-011 - Machine 2
600244,COMPLETED,,0.000958299,274.484381,2025-12-12 11:23:27,,Doyle-2500-011 - Machine 2
400254,COMPLETED,,0.006508137,276.8349584,2025-12-17 08:09:06,,Doyle-2500-020 - Machine 3
400255,COMPLETED,0.000448738,0.002099769,270.3898619,2025-12-15 16:08:57,2025-12-15 16:05:50,Doyle-2500-020 - Machine 3
400256,COMPLETED,,0.002066238,276.9846233,2025-12-30 12:21:05,,Doyle-2500-007 - Machine 8
400257,COMPLETED,,0.003964306,275.6245731,2025-12-29 10:47:39,,Doyle-2500-010 - Machine 1
400258,COMPLETED,,0.00210022,274.7218248,2025-12-17 11:55:36,,Doyle-2500-011 - Machine 2
400259,COMPLETED,,0.005515197,275.1322432,2025-12-29 11:53:13,,Doyle-2500-010 - Machine 1
400260,COMPLETED,,0.000134167,273.3739016,2025-12-17 13:00:23,,Doyle-2500-011 - Machine 2
400261,COMPLETED,,0.004315984,275.3381491,2025-12-29 11:44:33,,Doyle-2500-010 - Machine 1
500229,COMPLETED,,0.001343866,273.1174656,2025-12-16 15:34:51,,Doyle-2500-011 - Machine 2
500230,COMPLETED,,0.001019201,273.562833,2025-12-16 16:32:34,,Doyle-2500-011 - Machine 2
500231,COMPLETED,,0.00077735,273.3873026,2025-12-16 16:22:30,,Doyle-2500-011 - Machine 2
500232,COMPLETED,,0.00176838,273.3983757,2025-12-16 16:01:22,,Doyle-2500-011 - Machine 2
500233,COMPLETED,,0.001848252,273.331171,2025-12-16 15:48:01,,Doyle-2500-011 - Machine 2
500234,COMPLETED,,0.001348935,273.4119451,2025-12-16 15:22:06,,Doyle-2500-011 - Machine 2
500235,COMPLETED,,0.001176597,273.3230304,2025-12-17 10:38:36,,Doyle-2500-011 - Machine 2
500236,COMPLETED,,0.001491377,273.2996758,2025-12-17 10:27:41,,Doyle-2500-011 - Machine 2
500237,COMPLETED,,0.001122593,273.5303806,2025-12-17 09:22:23,,Doyle-2500-011 - Machine 2
500238,COMPLETED,,0.001322789,273.3480611,2025-12-17 09:09:57,,Doyle-2500-011 - Machine 2
500239,COMPLETED,,0.001118206,273.281149,2025-12-17 08:49:38,,Doyle-2500-011 - Machine 2
500240,COMPLETED,,0.001264699,273.0426099,2025-12-17 08:04:18,,Doyle-2500-011 - Machine 2
600257,COMPLETED,,0.000456863,275.7666471,2025-12-17 13:10:24,,Doyle-2500-011 - Machine 2
600258,COMPLETED,0.000940718,0.00082985,275.7428074,2025-12-17 13:13:23,2025-12-17 13:11:49,Doyle-2500-011 - Machine 2
600259,COMPLETED,,7.52778E-05,275.7787996,2025-12-17 13:16:29,,Doyle-2500-011 - Machine 2
600260,COMPLETED,,0.001911215,275.7512773,2025-12-17 13:19:17,,Doyle-2500-011 - Machine 2
600261,COMPLETED,,0.000580729,275.8570556,2025-12-17 11:34:07,,Doyle-2500-011 - Machine 2
600262,COMPLETED,,0.000165856,275.7833108,2025-12-17 11:39:09,,Doyle-2500-011 - Machine 2
600263,COMPLETED,,0.002369977,275.8625417,2025-12-17 11:24:31,,Doyle-2500-011 - Machine 2
600264,COMPLETED,,0.003092326,276.312724,2025-12-17 11:21:06,,Doyle-2500-011 - Machine 2
600265,COMPLETED,,0.001135475,270.9289469,2025-12-16 10:54:23,,Doyle-2500-020 - Machine 3
600266,COMPLETED,,0.004039433,270.9200794,2025-12-16 10:43:19,,Doyle-2500-020 - Machine 3
600267,COMPLETED,0.00046331,0.001749236,270.9718141,2025-12-16 11:25:06,2025-12-16 11:22:28,Doyle-2500-020 - Machine 3
600268,COMPLETED,,0.001519479,270.9962092,2025-12-16 11:21:45,,Doyle-2500-020 - Machine 3
400262,COMPLETED,,0.00098853,276.6328663,2025-12-30 09:46:05,,Doyle-2500-010 - Machine 1
400263,COMPLETED,,0.002991933,275.2056915,2025-12-30 14:14:31,,Doyle-2500-007 - Machine 8
400264,COMPLETED,,0.007264769,276.3880688,2025-12-30 12:04:39,,Doyle-2500-007 - Machine 8
400265,COMPLETED,0.000614815,0.0037,276.9271961,2025-12-17 09:13:36,2025-12-17 09:08:04,Doyle-2500-020 - Machine 3
400266,INCOMPLETE_NO_FINISH_TIME,,0.002435116,,,,Doyle-2500-010 - Machine 1
400267,COMPLETED,,0.040244039,276.6225951,2025-12-17 12:48:30,,Doyle-2500-020 - Machine 3
400268,COMPLETED,,0.00151081,276.095399,2025-12-30 10:48:20,,Doyle-2500-010 - Machine 1
400269,INCOMPLETE_NO_FINISH_TIME,,0.001601678,,,,Doyle-2500-020 - Machine 3
400270,COMPLETED,,0.001038472,275.738775,2025-12-30 13:50:58,,Doyle-2500-007 - Machine 8
400271,COMPLETED,,0.006050799,274.4937626,2025-12-30 13:24:36,,Doyle-2500-007 - Machine 8
400272,COMPLETED,,0.001266944,275.6505378,2025-12-30 13:45:27,,Doyle-2500-007 - Machine 8
400273,COMPLETED,,0.016399699,275.131413,2025-12-18 11:41:27,,Doyle-2500-032-Machine 9
500241,COMPLETED,,0.000318738,274.6369123,2025-12-29 10:20:30,,Doyle-2500-011 - Machine 2
500242,INCOMPLETE_NO_FINISH_TIME,,0.001599306,,,,Doyle-2500-011 - Machine 2
500243,COMPLETED,,0.001404618,273.2703363,2025-12-18 11:30:49,,Doyle-2500-011 - Machine 2
500244,COMPLETED,,0.001092176,273.1653935,2025-12-18 10:50:32,,Doyle-2500-011 - Machine 2
500245,COMPLETED,,0.001422616,273.1255651,2025-12-18 11:03:53,,Doyle-2500-011 - Machine 2
500246,COMPLETED,,0.001229468,273.2328233,2025-12-18 11:41:44,,Doyle-2500-011 - Machine 2
500247,COMPLETED,,0.00128434,274.6197651,2025-12-30 10:15:08,,Doyle-2500-011 - Machine 2
500248,INCOMPLETE_NO_FINISH_TIME,,0,,,,Doyle-2500-010 - Machine 1
500249,COMPLETED,,0.001213137,274.622276,2025-12-30 10:46:07,,Doyle-2500-011 - Machine 2
500250,COMPLETED,,0.001026875,273.8336885,2025-12-18 11:13:19,,Doyle-2500-011 - Machine 2
500251,COMPLETED,,0.001625104,273.7680233,2025-12-30 09:58:03,,Doyle-2500-011 - Machine 2
500252,COMPLETED,,0.002562419,274.6281009,2025-12-18 10:41:06,,Doyle-2500-011 - Machine 2
600269,COMPLETED,,0.0004164,276.6442885,2025-12-17 13:30:53,,Doyle-2500-020 - Machine 3
600270,COMPLETED,,0.000914977,276.6901813,2025-12-17 13:25:45,,Doyle-2500-020 - Machine 3
600271,COMPLETED,,0.00062206,276.6158899,2025-12-17 13:44:33,,Doyle-2500-020 - Machine 3
600272,INCOMPLETE_NO_FINISH_TIME,,0,,,,Doyle-2500-020 - Machine 3
600273,COMPLETED,,0.000661146,276.6315582,2025-12-17 13:21:46,,Doyle-2500-020 - Machine 3
600274,COMPLETED,,0.000236771,276.0584843,2025-12-17 13:40:27,,Doyle-2500-011 - Machine 2
600275,COMPLETED,,0.000282778,276.0652945,2025-12-17 13:45:48,,Doyle-2500-011 - Machine 2
600276,COMPLETED,,0.000239826,276.1120654,2025-12-29 14:16:13,,Doyle-2500-011 - Machine 2
600277,COMPLETED,,0.000286435,276.0850007,2025-12-29 14:08:39,,Doyle-2500-011 - Machine 2
600278,COMPLETED,,0.002370914,276.1756488,2025-12-29 13:48:48,,Doyle-2500-011 - Machine 2
600279,COMPLETED,,0.000221435,276.0231408,2025-12-29 13:27:49,,Doyle-2500-011 - Machine 2
600280,COMPLETED,,0.00019772,276.035677,2025-12-29 13:23:06,,Doyle-2500-011 - Machine 2
600281,COMPLETED,,0.000154711,276.147001,2025-12-29 13:42:04,,Doyle-2500-011 - Machine 2
700005,COMPLETED,,0.012630914,274.3302099,2025-12-30 14:37:08,,Doyle-2500-007 - Machine 8
800006,COMPLETED,0.003206435,0.001195625,274.8122459,2025-12-30 10:34:04,2025-12-30 10:32:19,Doyle-2500-010 - Machine 1
400067,COMPLETED,0.003627164,0.000831644,271.0794585,2025-12-11 08:19:07,2025-12-11 08:17:02,Doyle-2500-007 - Machine 8
400069,COMPLETED,,0.000663322,270.7452461,2025-12-09 15:24:00,,Doyle-2500-007 - Machine 8
400070,COMPLETED,,0.001565359,269.4400203,2025-12-09 15:53:05,,Doyle-2500-007 - Machine 8
400072,COMPLETED,,0.00051625,269.8028789,2025-12-11 08:30:09,,Doyle-2500-007 - Machine 8
400074,COMPLETED,,0.003456389,269.8018374,2025-12-11 08:35:08,,Doyle-2500-007 - Machine 8
400075,COMPLETED,,0.001282801,270.5681251,2025-12-09 15:36:37,,Doyle-2500-007 - Machine 8
400076,COMPLETED,,0.000396944,270.1302995,2025-12-12 11:21:29,,Doyle-2500-007 - Machine 8
400077,COMPLETED,,0.000882766,270.6401112,2025-12-09 15:31:04,,Doyle-2500-007 - Machine 8
400078,COMPLETED,,0.000555984,270.1246073,2025-12-12 11:23:18,,Doyle-2500-007 - Machine 8
500052,INCOMPLETE_NO_FINISH_TIME,,0.001234676,,,,Doyle-2500-010 - Machine 1
500054,INCOMPLETE_NO_FINISH_TIME,,0.002205486,,,,Doyle-2500-010 - Machine 1
500056,INCOMPLETE_NO_FINISH_TIME,,0.002426146,,,,Doyle-2500-010 - Machine 1
500057,INCOMPLETE_NO_FINISH_TIME,,0.001001794,,,,Doyle-2500-010 - Machine 1
500058,INCOMPLETE_NO_FINISH_TIME,,0.000623958,,,,Doyle-2500-010 - Machine 1
500059,INCOMPLETE_NO_FINISH_TIME,,0.000750498,,,,Doyle-2500-010 - Machine 1
500060,INCOMPLETE_NO_FINISH_TIME,,0.001313368,,,,Doyle-2500-010 - Machine 1
700002,COMPLETED,,0.000178542,269.9935215,2025-12-11 12:53:15,,Doyle-2500-007 - Machine 8
400091,COMPLETED,,0.001077153,272.5431997,2025-12-15 10:20:26,,Doyle-2500-007 - Machine 8
400092,COMPLETED,,0.000518322,271.391443,2025-12-16 13:07:51,,Doyle-2500-007 - Machine 8
400093,COMPLETED,,0.000886574,271.0631033,2025-12-09 13:49:26,,Doyle-2500-007 - Machine 8
400094,COMPLETED,,0.002458588,270.3609686,2025-12-09 14:18:37,,Doyle-2500-007 - Machine 8
400095,COMPLETED,,0.000169132,271.5515984,2025-12-16 13:15:02,,Doyle-2500-007 - Machine 8
400096,COMPLETED,,0.001073426,271.6133302,2025-12-15 14:57:55,,Doyle-2500-007 - Machine 8
400097,COMPLETED,,0.000198206,271.5652139,2025-12-16 13:28:31,,Doyle-2500-007 - Machine 8
400098,COMPLETED,,0.000717813,271.6191414,2025-12-15 15:01:54,,Doyle-2500-007 - Machine 8
400099,COMPLETED,,0.000849109,269.8948037,2025-12-09 14:06:27,,Doyle-2500-007 - Machine 8
400100,COMPLETED,,0.003319884,271.7250079,2025-12-16 14:31:47,,Doyle-2500-007 - Machine 8
400101,COMPLETED,,0.000715498,269.9441898,2025-12-09 14:01:15,,Doyle-2500-007 - Machine 8
400102,COMPLETED,,0.000420914,271.8111978,2025-12-16 14:11:40,,Doyle-2500-007 - Machine 8
500082,INCOMPLETE_NO_FINISH_TIME,,0.001560637,,,,Doyle-2500-010 - Machine 1
500083,INCOMPLETE_NO_FINISH_TIME,,0.000804525,,,,Doyle-2500-010 - Machine 1
500084,INCOMPLETE_NO_FINISH_TIME,,0.001462037,,,,Doyle-2500-010 - Machine 1
600087,COMPLETED,,4.87963E-05,272.3644107,2025-12-16 14:27:00,,Doyle-2500-007 - Machine 8
600088,COMPLETED,,0.000207465,272.315627,2025-12-16 14:24:50,,Doyle-2500-007 - Machine 8
600089,COMPLETED,,3.14352E-05,272.3921949,2025-12-16 14:22:02,,Doyle-2500-007 - Machine 8
600090,COMPLETED,,0.000252361,272.333316,2025-12-16 14:19:24,,Doyle-2500-007 - Machine 8
600091,COMPLETED,,0.00030125,272.3984028,2025-12-16 14:01:54,,Doyle-2500-007 - Machine 8
600092,COMPLETED,0.002842917,0.000689595,272.3695101,2025-12-16 13:59:27,2025-12-16 13:58:15,Doyle-2500-007 - Machine 8
600093,COMPLETED,,0.000212292,272.3906248,2025-12-16 14:05:15,,Doyle-2500-007 - Machine 8
600094,COMPLETED,0.000657975,0.000206794,272.3769228,2025-12-16 14:07:38,2025-12-16 14:06:12,Doyle-2500-007 - Machine 8
600095,COMPLETED,,9.10417E-05,272.2374018,2025-12-16 13:24:14,,Doyle-2500-007 - Machine 8
600096,COMPLETED,,0.000417442,272.266962,2025-12-16 13:19:03,,Doyle-2500-007 - Machine 8
600097,COMPLETED,,0.000145532,272.2512565,2025-12-16 13:21:48,,Doyle-2500-007 - Machine 8
600098,COMPLETED,,0.001910428,272.2821114,2025-12-16 13:35:02,,Doyle-2500-007 - Machine 8
600099,COMPLETED,,0.001610752,272.25231,2025-12-16 13:37:22,,Doyle-2500-007 - Machine 8
600100,COMPLETED,,0.000455035,272.2537805,2025-12-16 13:32:16,,Doyle-2500-007 - Machine 8
600412,COMPLETED,,0.002024549,253.5617437,2026-01-15 14:56:37,,Doyle-2500-010 - Machine 1
600413,COMPLETED,,0.000708206,253.5807469,2026-01-15 15:01:41,,Doyle-2500-010 - Machine 1
600414,COMPLETED,,0.00142294,253.5183306,2026-01-15 14:51:23,,Doyle-2500-010 - Machine 1
600415,COMPLETED,,0.000129757,253.5255639,2026-01-15 14:46:11,,Doyle-2500-010 - Machine 1
600416,COMPLETED,,0.000120058,253.4403661,2026-01-15 14:37:33,,Doyle-2500-010 - Machine 1
600417,COMPLETED,,0.00157691,253.3858887,2026-01-15 14:31:17,,Doyle-2500-010 - Machine 1
600418,INCOMPLETE_NO_FINISH_TIME,0.002753438,0.001623079,,,2026-01-15 14:13:07,Doyle-2500-010 - Machine 1
600419,COMPLETED,0.000410498,0.001046574,253.4458705,2026-01-15 14:22:55,2026-01-15 14:19:44,Doyle-2500-010 - Machine 1
600420,COMPLETED,0.001327338,0.001112118,253.4490154,2026-01-15 13:55:07,2026-01-15 13:51:55,Doyle-2500-010 - Machine 1
600421,COMPLETED,,0.000148252,253.4115636,2026-01-15 14:00:01,,Doyle-2500-010 - Machine 1
600422,COMPLETED,,0.001043935,253.4234764,2026-01-15 14:05:58,,Doyle-2500-010 - Machine 1
600423,COMPLETED,0.001811597,0.001029421,253.4589936,2026-01-15 13:34:35,2026-01-15 13:31:57,Doyle-2500-010 - Machine 1
600424,COMPLETED,0.002280463,0.000414086,253.1090311,2026-01-15 13:38:44,2026-01-15 13:37:52,Doyle-2500-010 - Machine 1
600425,COMPLETED,0.001183669,0.002558275,253.4215446,2026-01-15 13:48:14,2026-01-15 13:44:24,Doyle-2500-010 - Machine 1